county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
mason county,IL,N/A,17,125,1930,75512.5,75512.5,75512.5,75512.5,75512.5,75512.5,75512.5,75512.5,79362.5,77400.0
white county,IL,N/A,17,193,1931,86081.25,86081.25,86081.25,86081.25,86081.25,86081.25,86081.25,92833.33333333333,86070.83333333333,81174.75
calhoun county,FL,N/A,12,13,1932,139500.0,139500.0,139500.0,139500.0,139500.0,139500.0,139500.0,139500.0,150068.75,152975.0
trinity county,TX,Huntsville,48,455,1933,136055.55555555556,136055.55555555556,136055.55555555556,136055.55555555556,136055.55555555556,136055.55555555556,138770.83333333334,144825.0,152879.16666666666,152450.0
faribault county,MN,N/A,27,43,1934,86584.2,86584.2,86584.2,86584.2,86584.2,86584.2,86584.2,86584.2,80574.95833333333,89000.0
braxton county,WV,N/A,54,7,1935,116812.5,116812.5,116812.5,116812.5,116812.5,116812.5,116812.5,116812.5,115575.0,95075.0
long county,GA,Hinesville,13,183,1936,158769.58333333334,158732.5,153583.95833333334,157995.83333333334,163712.70833333334,167866.66666666666,166596.66666666666,172113.08333333334,176879.16666666666,177050.0
newton county,TX,Beaumont-Port Arthur,48,351,1937,151400.0,151400.0,151400.0,151400.0,151400.0,151400.0,151400.0,151400.0,163209.5,147400.0
union county,SD,Sioux City,46,127,1938,333432.5,333432.5,333432.5,333432.5,333432.5,333432.5,333432.5,285633.3333333333,277843.7083333333,272450.0
trigg county,KY,Clarksville,21,221,1939,163756.25,163756.25,163756.25,163756.25,163756.25,166054.16666666666,193595.625,191512.45833333334,193462.5,179325.0
mcintosh county,GA,Brunswick,13,191,1940,269808.3333333333,247158.33333333334,209831.66666666666,222620.83333333334,224366.66666666666,242714.45833333334,249145.0,263125.0,252929.16666666666,239225.0
allamakee county,IA,N/A,19,5,1941,131595.0,131595.0,131595.0,134458.33333333334,136750.0,148837.5,152895.83333333334,152561.45833333334,135583.33333333334,129450.0
manassas park city,VA,Washington-Arlington-Alexandria,51,685,1942,242450.0,242450.0,242450.0,238794.95833333334,255599.16666666666,281505.75,286940.4166666667,274254.0,295782.9166666667,294900.0
newton county,IN,Chicago-Naperville-Elgin,18,111,1943,112250.0,112250.0,112250.0,112250.0,112250.0,112250.0,112250.0,112250.0,112510.25,102475.0
mono county,CA,N/A,6,51,1944,441225.0,391904.1666666667,371508.3333333333,375100.0,397029.1666666667,393508.3333333333,441799.9166666667,502133.3333333333,497375.0,530000.0
atoka county,OK,N/A,40,5,1945,160100.0,160100.0,160100.0,160100.0,160100.0,160100.0,160100.0,160100.0,160100.0,168675.0
price county,WI,N/A,55,99,1946,118959.09090909091,118959.09090909091,118959.09090909091,118959.09090909091,114850.0,118220.83333333333,123833.33333333333,121770.83333333333,121100.0,119900.0
ripley county,MO,N/A,29,181,1947,112142.85714285714,112142.85714285714,112142.85714285714,112142.85714285714,112142.85714285714,112142.85714285714,100641.66666666667,105237.5,111050.0,105225.0
ford county,IL,Champaign-Urbana,17,53,1948,92254.16666666667,87825.0,88100.29166666667,81074.95833333333,83025.0,79670.83333333333,83445.83333333333,88991.66666666667,94302.83333333333,89725.0
jackson county,TX,N/A,48,239,1949,213428.57142857142,213428.57142857142,213428.57142857142,213428.57142857142,213428.57142857142,213428.57142857142,213428.57142857142,184825.0,184137.5,187000.0
crawford county,MI,N/A,26,39,1950,90466.25,90466.25,90466.25,90466.25,91837.5,97510.41666666667,102495.83333333333,112775.0,122087.45833333333,119400.0
williamsburg city,VA,Virginia Beach-Norfolk-Newport News,51,830,1951,334175.0,319695.0833333333,316816.6666666667,301677.9166666667,306052.9166666667,343839.375,320951.0416666667,322686.6666666667,309808.3333333333,299740.0
clarke county,VA,Washington-Arlington-Alexandria,51,43,1952,314060.8333333333,310625.0,319851.2083333333,324122.9166666667,381637.5,377812.5,393657.0833333333,418115.9166666667,412440.8333333333,399225.0
hardy county,WV,N/A,54,31,1953,168625.0,167208.33333333334,159520.83333333334,165679.16666666666,153716.66666666666,153172.875,162262.33333333334,156575.0,165550.0,164450.0
cedar county,MO,N/A,29,39,1954,112725.0,112725.0,112725.0,112725.0,112725.0,112725.0,112725.0,112725.0,98060.16666666667,84950.0
swain county,NC,N/A,37,173,1955,244566.66666666666,224275.0,199883.33333333334,196095.83333333334,197670.83333333334,215720.83333333334,215499.95833333334,239758.33333333334,258508.33333333334,281000.0
comanche county,TX,N/A,48,93,1956,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,138204.16666666666,142180.83333333334,154500.0
cass county,IA,N/A,19,29,1957,100533.33333333333,100533.33333333333,100533.33333333333,100533.33333333333,100533.33333333333,100533.33333333333,94516.66666666667,90752.04166666667,94945.58333333333,89249.75
pennington county,MN,N/A,27,113,1958,157150.0,157150.0,157150.0,157150.0,157150.0,157150.0,166987.5,167933.33333333334,173008.33333333334,167500.0
summers county,WV,N/A,54,89,1959,117250.0,117250.0,117250.0,117250.0,124383.33333333333,135437.5,128079.16666666667,124529.16666666667,125679.16666666667,135500.0
greene county,IL,N/A,17,61,1960,90780.0,90780.0,90780.0,90780.0,90780.0,90780.0,80483.33333333333,83495.83333333333,77858.33333333333,70425.0
lewis county,KY,N/A,21,135,1961,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,110454.27272727272,92975.0
wadena county,MN,N/A,27,159,1962,121450.0,121450.0,121450.0,121450.0,121450.0,121450.0,131433.33333333334,129808.33333333333,123679.16666666667,124900.0
converse county,WY,N/A,56,9,1963,163364.2857142857,179200.0,185129.16666666666,202879.125,239554.16666666666,239695.83333333334,219633.33333333334,215170.83333333334,223725.0,227475.0
martinsville city,VA,Martinsville,51,690,1964,88250.0,87891.66666666667,87754.16666666667,84412.5,82279.16666666667,91163.75,86687.5,97087.5,93354.16666666667,75975.0
cannon county,TN,Nashville-Davidson--Murfreesboro--Franklin,47,15,1965,193890.86363636365,193890.86363636365,193890.86363636365,193890.86363636365,193890.86363636365,193890.86363636365,193890.86363636365,186495.83333333334,193087.5,207450.0
moffat county,CO,Craig,8,81,1966,181863.63636363635,181863.63636363635,181863.63636363635,181863.63636363635,178387.5,178499.58333333334,180608.33333333334,176391.66666666666,188070.83333333334,186000.0
trinity county,CA,N/A,6,105,1967,216990.0,216990.0,216990.0,254616.66666666666,265112.5,265583.3333333333,294554.1666666667,331162.5,337829.1666666667,298450.0
colfax county,NM,N/A,35,7,1968,367350.0,326908.3333333333,301095.8333333333,307212.5,300437.5,285833.3333333333,253289.58333333334,245079.16666666666,258579.16666666666,249975.0
izard county,AR,N/A,5,65,1969,120113.63636363637,120113.63636363637,120113.63636363637,120113.63636363637,120113.63636363637,116258.33333333333,106258.33333333333,136400.0,132229.5,145722.0
douglas county,MO,N/A,29,67,1970,176950.0,176950.0,176950.0,176950.0,176950.0,154670.83333333334,143000.0,127093.75,126879.16666666667,134475.0
cass county,IL,N/A,17,17,1971,81899.72222222222,81899.72222222222,81899.72222222222,81899.72222222222,81899.72222222222,81899.72222222222,81899.72222222222,79024.66666666667,78104.08333333333,82450.0
kodiak island borough,AK,N/A,2,150,1972,334900.0,334900.0,334900.0,334900.0,336604.1666666667,326479.1666666667,311095.8333333333,330750.0,346354.1666666667,336975.0
buffalo county,WI,N/A,55,11,1973,148871.42857142858,148871.42857142858,148871.42857142858,140108.33333333334,135400.0,133729.16666666666,156487.5,152016.625,137541.66666666666,139225.0
callahan county,TX,Abilene,48,59,1974,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,141208.33333333334,143687.5
wayne county,MO,N/A,29,223,1975,106831.25,106831.25,106831.25,106831.25,106831.25,106831.25,106831.25,120229.16666666667,116325.0,108700.0
monroe county,WV,N/A,54,63,1976,190992.7857142857,163449.70833333334,132404.16666666666,145283.33333333334,156354.16666666666,142391.66666666666,140662.5,141212.5,133904.08333333334,136224.75
jackson county,KY,N/A,21,109,1977,93980.0,93980.0,93980.0,93980.0,89345.83333333333,95154.125,101108.33333333333,97600.0,90825.0,83550.0
murray county,OK,N/A,40,99,1978,144191.66666666666,144191.66666666666,144191.66666666666,144191.66666666666,144191.66666666666,144191.66666666666,144191.66666666666,144191.66666666666,133783.33333333334,130475.0
ketchikan gateway borough,AK,Ketchikan,2,130,1979,291428.5714285714,291428.5714285714,291428.5714285714,291428.5714285714,291428.5714285714,291428.5714285714,291428.5714285714,291428.5714285714,292858.3333333333,286125.0
perquimans county,NC,Elizabeth City,37,143,1980,231133.33333333334,203795.83333333334,182337.5,196254.16666666666,188668.16666666666,198320.83333333334,202769.79166666666,222477.08333333334,225604.16666666666,212400.0
pulaski county,IN,N/A,18,131,1981,97010.0,97010.0,97010.0,97010.0,97010.0,97010.0,97010.0,97010.0,104983.33333333333,119499.5
glacier county,MT,N/A,30,35,1982,123816.66666666667,123816.66666666667,123816.66666666667,123816.66666666667,123816.66666666667,123816.66666666667,123816.66666666667,122183.33333333333,120331.25,111000.0
presque isle county,MI,N/A,26,141,1983,114612.5,106925.0,101757.29166666667,100618.75,106025.0,120537.5,119364.58333333333,123995.83333333333,119929.16666666667,117225.0
allen county,KS,N/A,20,1,1984,71479.16666666667,76125.0,72679.16666666667,70742.5,75920.83333333333,85772.91666666667,76675.0,79620.83333333333,89970.83333333333,83000.0
stewart county,TN,N/A,47,161,1985,131387.5,133675.0,137154.16666666666,139775.0,129989.58333333333,140379.16666666666,151416.66666666666,153475.0,162912.45833333334,128999.5
koochiching county,MN,N/A,27,71,1986,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,136116.66666666666,149000.0
madison county,VA,N/A,51,113,1987,267781.9166666667,256304.08333333334,254000.0,270700.0,287558.3333333333,264987.5,266525.0,288833.1666666667,302025.0,301450.0
goshen county,WY,N/A,56,15,1988,160277.77777777778,160277.77777777778,160277.77777777778,160277.77777777778,160277.77777777778,160277.77777777778,157183.33333333334,163229.16666666666,160550.0,165000.0
wright county,IA,N/A,19,197,1989,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,105102.27272727272,109975.0
pamlico county,NC,New Bern,37,137,1990,294512.0,294708.3333333333,250725.0,256929.16666666666,256675.0,256770.83333333334,254312.5,259225.0,255304.125,249975.0
pend oreille county,WA,Spokane-Spokane Valley,53,51,1991,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,247759.0909090909,239000.0
lunenburg county,VA,N/A,51,111,1992,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,115933.33333333333,121387.5,132450.0
appanoose county,IA,N/A,19,7,1993,80075.0,80075.0,80075.0,80075.0,80075.0,80075.0,80075.0,75312.41666666667,92816.66666666667,91250.0
glades county,FL,N/A,12,43,1994,162422.22222222222,162422.22222222222,162422.22222222222,162422.22222222222,162422.22222222222,162422.22222222222,162422.22222222222,154316.66666666666,167169.58333333334,176225.0
haskell county,OK,N/A,40,61,1995,112629.16666666667,113916.66666666667,101929.16666666667,96437.5,116883.33333333333,108991.66666666667,113216.66666666667,107972.25,121970.83333333333,126225.0
blackford county,IN,N/A,18,9,1996,76900.0,76900.0,62833.333333333336,65066.666666666664,66245.83333333333,67708.33333333333,61920.75,64554.166666666664,64241.666666666664,62425.0
menard county,IL,Springfield,17,129,1997,161712.5,161712.5,161712.5,161712.5,161712.5,161712.5,161712.5,161712.5,161712.5,143650.0
amelia county,VA,Richmond,51,7,1998,200712.5,200712.5,200712.5,200712.5,200712.5,192422.91666666666,229612.5,250539.58333333334,262577.0833333333,284675.0
marion county,KS,N/A,20,115,1999,86825.0,86825.0,86825.0,86825.0,86825.0,86825.0,86825.0,86825.0,89208.33333333333,90950.0
terry county,TX,N/A,48,445,2000,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,136941.66666666666,138250.0
marshall county,IL,Peoria,17,123,2001,116250.0,116250.0,116250.0,111595.83333333333,113870.75,109024.95833333333,116175.0,126850.0,125216.66666666667,111950.0
crawford county,GA,Macon-Bibb County,13,79,2002,152741.66666666666,152741.66666666666,152741.66666666666,152741.66666666666,152741.66666666666,152741.66666666666,152741.66666666666,152741.66666666666,169738.58333333334,166875.0
powell county,KY,N/A,21,197,2003,126000.0,126000.0,126000.0,126000.0,126000.0,126000.0,126000.0,117754.125,130254.16666666667,136900.0
charlotte county,VA,N/A,51,37,2004,159577.08333333334,159577.08333333334,159577.08333333334,159577.08333333334,159577.08333333334,159577.08333333334,159577.08333333334,150082.41666666666,152750.5,147400.0
johnson county,IL,N/A,17,87,2005,131870.83333333334,131870.83333333334,131870.83333333334,131870.83333333334,131870.83333333334,131870.83333333334,131870.83333333334,141316.66666666666,148241.66666666666,149925.0
union county,IA,N/A,19,175,2006,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,123504.16666666667,117100.0
stone county,AR,N/A,5,137,2007,151895.83333333334,149229.16666666666,170111.25,151375.0,140116.66666666666,152737.5,158266.66666666666,170608.33333333334,172829.16666666666,185000.0
northampton county,VA,N/A,51,131,2008,221950.0,221950.0,221950.0,240062.5,269562.4166666667,262091.66666666666,280033.25,296058.3333333333,318895.8333333333,325000.0
bollinger county,MO,Cape Girardeau,29,17,2009,134078.57142857142,134078.57142857142,134078.57142857142,134078.57142857142,134078.57142857142,134078.57142857142,134078.57142857142,133262.5,135283.33333333334,123700.0
falls church city,VA,Washington-Arlington-Alexandria,51,610,2010,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,862481.8181818182,858000.0
northumberland county,VA,N/A,51,133,2011,407320.8333333333,381083.3333333333,367095.7916666667,349647.7083333333,313887.2916666667,325133.3333333333,338216.5833333333,349912.4583333333,347162.5,319625.0
fulton county,AR,N/A,5,49,2012,116275.0,116275.0,106045.83333333333,109304.16666666667,102037.08333333333,113354.16666666667,121483.33333333333,135841.66666666666,148408.33333333334,157200.0
madison county,MO,N/A,29,123,2013,98949.1,98949.1,98949.1,98949.1,98949.1,98949.1,98949.1,98949.1,103670.83333333333,114200.0
shelby county,IA,N/A,19,165,2014,124228.57142857143,124228.57142857143,124228.57142857143,124228.57142857143,124228.57142857143,124228.57142857143,124228.57142857143,116758.33333333333,123920.83333333333,125500.0
lewis county,TN,N/A,47,101,2015,146241.66666666666,146241.66666666666,146241.66666666666,146241.66666666666,146241.66666666666,146241.66666666666,135029.16666666666,146054.08333333334,171187.5,184900.0
edmonson county,KY,Bowling Green,21,61,2015,138059.0909090909,138059.0909090909,138059.0909090909,138059.0909090909,138059.0909090909,138059.0909090909,145112.5,158408.33333333334,166762.5,171950.0
poquoson city,VA,Virginia Beach-Norfolk-Newport News,51,735,2017,353193.9166666667,331962.5,323079.1666666667,319062.5,330543.7083333333,330472.9166666667,373958.3333333333,339875.0,331904.1666666667,360675.0
archuleta county,CO,N/A,8,7,2018,339822.22222222225,339822.22222222225,339822.22222222225,339822.22222222225,339822.22222222225,369708.3333333333,379408.3333333333,411983.3333333333,436195.8333333333,487248.75
cherokee county,IA,N/A,19,35,2019,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,92233.33333333333,101279.0,82250.0
pulaski county,GA,Warner Robins,13,235,2020,132700.0,132700.0,132700.0,132700.0,132700.0,132700.0,132700.0,132700.0,154847.91666666666,145200.0
sierra county,NM,N/A,35,51,2021,158590.0,158590.0,158590.0,154595.75,178212.5,185841.66666666666,147099.91666666666,151445.83333333334,150670.83333333334,149950.0
rio grande county,CO,N/A,8,105,2022,227458.33333333334,201995.83333333334,187129.16666666666,180004.16666666666,178550.0,195591.66666666666,221066.66666666666,240570.83333333334,259966.66666666666,258450.0
wabash county,IL,N/A,17,185,2023,119516.66666666667,119516.66666666667,119516.66666666667,119516.66666666667,119516.66666666667,119516.66666666667,103062.5,111095.83333333333,106441.66666666667,98700.0
grant county,WV,N/A,54,23,2024,148725.0,148920.83333333334,153362.5,148870.83333333334,172554.16666666666,157670.83333333334,150491.66666666666,171412.5,167466.66666666666,173650.0
iron county,MI,N/A,26,71,2025,92107.14285714286,92107.14285714286,85433.33333333333,87829.16666666667,101295.83333333333,120154.16666666667,110404.16666666667,89006.66666666667,111258.25,104200.0
decatur county,TN,N/A,47,39,2026,156533.33333333334,156533.33333333334,156533.33333333334,156533.33333333334,156533.33333333334,156533.33333333334,156533.33333333334,156533.33333333334,150104.08333333334,175562.5
washington county,KY,N/A,21,229,2027,159215.0,159215.0,159215.0,159215.0,159215.0,159215.0,159215.0,159215.0,159215.0,173475.0
custer county,MT,N/A,30,17,2028,196620.0,196620.0,196620.0,196620.0,196620.0,196620.0,196620.0,191720.83333333334,177216.66666666666,164475.0
wilcox county,AL,N/A,1,131,2029,118150.0,118150.0,118150.0,118150.0,118150.0,118150.0,118150.0,118150.0,117487.5,138225.0
jackson county,TN,Cookeville,47,87,2030,136804.83333333334,136804.83333333334,136804.83333333334,136804.83333333334,136804.83333333334,136804.83333333334,136804.83333333334,136804.83333333334,140275.33333333334,147450.0
